Date,PSA Sales,Orders,Online Sls %,Carryout %,Papa Rewards Customer Enrollments
2016-06-10,5187.279907,27480,55.93909982,39.43231441,905764
2016-06-11,4492.815648,23977,54.73496998,37.86962506,906248
2016-06-12,3386.929259,18789,57.6190396,38.03821385,906641
2016-06-13,2567.301296,14973,56.82097579,39.53783477,906987
2016-06-14,2905.648519,17641,55.12159522,46.4826257,907411
2016-06-15,2772.989907,15567,56.8939443,38.36962806,907805
2016-06-16,3314.763796,18377,56.65558707,39.08146052,908215
2016-06-17,4930.672315,26421,56.06372401,40.03254987,908821
2016-06-18,4061.902222,21821,53.32191103,39.411576,909246
2016-06-19,3210.972593,17256,57.47962196,38.94297636,909632
2016-06-20,2386.50963,14135,58.33771496,39.27838698,909968
2016-06-21,2606.92,16388,53.58959502,47.22357823,910284
2016-06-22,2789.925093,15910,57.60031855,39.71715902,910618
2016-06-23,2975.796204,16609,55.63912105,38.73201276,910940
2016-06-24,4802.348148,25430,56.00434471,39.0562328,911556
2016-06-25,4426.606944,23638,55.86742249,37.23242237,912109
2016-06-26,3453.371944,19046,58.10058645,37.87671952,912530
2016-06-27,2350.1025,14066,57.61714806,38.48286649,912802
2016-06-28,2835.26287,17607,55.82210207,46.22025331,913153
2016-06-29,2917.953241,16152,55.47514517,38.16245666,913488
2016-06-30,3413.327963,18885,55.80703225,38.39555203,913868
2016-07-01,5060.762407,27307,55.89413643,39.29029187,914440
2016-07-02,4003.965093,21708,53.9404747,38.36834347,914870
2016-07-03,3241.356481,17852,56.64432901,39.68742998,915217
2016-07-04,2840.325556,15815,55.74071191,40.27821688,915481
2016-07-05,2713.218056,17074,55.95784082,45.19737613,915863
2016-07-06,2907.759074,16711,58.07882855,37.87924122,916265
2016-07-07,2910.902593,16692,56.54245654,39.17445483,916626
2016-07-08,4694.159815,25568,56.12485656,40.28473091,917078
2016-07-09,4354.920093,23616,56.11001665,38.86348238,917548
2016-07-10,3195.250648,17857,57.38670243,39.39071513,917940
2016-07-11,2474.837315,14285,57.35011463,38.2079104,918294
2016-07-12,2653.015648,16618,54.48947004,47.08749549,918657
2016-07-13,2725.857222,15724,57.27606654,40.021623,919028
2016-07-14,2955.078981,16657,55.78369733,39.2987933,919363
2016-07-15,4685.058889,25332,57.17312419,40.0205274,919909
2016-07-16,4500.926574,24503,57.69753746,39.1217402,920420
2016-07-17,3267.073056,18317,57.92466181,39.1876399,920797
2016-07-18,2404.622222,14251,58.54808563,39.54108484,921117
2016-07-19,2676.341019,16671,56.67237847,46.16399736,921451
2016-07-20,2786.658796,15973,57.79320881,39.15357165,921769
2016-07-21,3184.102593,17702,58.18511629,37.63981471,922147
2016-07-22,4729.135463,25525,57.89084502,40.02742409,922679
2016-07-23,4337.842778,23298,56.13961087,38.4711134,923159
2016-07-24,3162.674537,17785,58.83882269,39.01602474,923531
2016-07-25,2419.101667,14196,58.10505185,38.6728656,923813
2016-07-26,2735.746019,17211,56.4341868,47.1907501,924104
2016-07-27,2870.13963,16508,56.91642696,39.2112915,924487
2016-07-28,3259.075648,18550,57.50826815,40.1509434,924924
2016-07-29,5184.54463,27732,57.91525639,39.12447714,925505
2016-07-30,4696.808611,24863,55.83908798,38.22547561,926050
2016-07-31,3529.474352,19490,59.58346856,38.41970241,926478
2016-08-01,2572.860093,14835,56.15490457,38.17997978,926843
2016-08-02,2804.452778,17685,55.58407282,46.09556121,927174
2016-08-03,2811.395741,16252,55.34222918,38.98597096,927474
2016-08-04,3077.578704,17731,55.95395912,39.81162935,927833
2016-08-05,5302.690833,28312,57.54648046,38.53489686,928412
2016-08-06,4542.972315,24659,54.85222892,37.8117523,928901
2016-08-07,3287.019167,18516,58.81949443,39.27954202,929323
2016-08-08,2159.379537,13011,57.54673443,40.31972946,929549
2016-08-09,2427.806389,15657,55.4925268,48.02963531,929872
2016-08-10,2514.411759,14394,55.7263504,40.20425177,930147
2016-08-11,2870.912407,16376,57.15407161,39.45407914,930425
2016-08-12,5120.957685,27526,57.21654748,39.79510281,931003
2016-08-13,4622.252778,24772,55.8399033,37.87340546,931488
2016-08-14,3120.15037,17466,57.4030442,38.32016489,931844
2016-08-15,1902.743426,11542,56.38864332,40.39161324,932077
2016-08-16,2306.617404,13946,54.89451524,48.0209379,n/a
